JobNumber,JobDescription,Master_Controllers,Field_Controllers,Sensors,Panels,Software,Computers,HO02,HO03,HO04,HO05,HO06,HO07,HO08,HO09,HO10,HO11,HO12
250400B,56 Crosby St. 6th fl space sen,0.0,0.0,417.52,0.0,992.45,0.0,1493.14,0.0,10164.61,3301.47,0.0,0.0,0.0,5235.61,0.0,0.0,0.0
250500B,UBS  299 Park 8th& 10th floors,636.71,9338.75,19790.72,1341.17,6295.0,0.0,2112.92,0.0,514.13,4568.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250600B,APG - 2nd fl,0.0,0.0,990.67,0.0,0.0,0.0,827.66,243.78,0.0,370.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250700B,Trinity - 15th fl BMS,0.0,0.0,2523.24,0.0,0.0,0.0,1552.05,121.04,0.0,185.24,0.0,0.0,0.0,379.5,0.0,0.0,0.0
250800B,250 W. 57th Demo 16th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250900B,Tishman - 22nd floor,627.12,2586.87,740.96,0.0,0.0,0.0,582.01,294.0,965.52,702.22,0.0,0.0,0.0,1677.37,1623.03,0.0,0.0
251000B,Tishman 28th fl front end grap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251100B,Zero Irving 21st fl tem sensor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.22,0.0,0.0
251200B,405 Lexington  23rd fl upgrade,0.0,0.0,860.5899999999999,0.0,0.0,0.0,242.5,0.0,0.0,370.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251300B,Tishman - 3rd fl graphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251400B,Mt Sinai B2 SC Pharmacy upgrde,0.0,0.0,0.0,0.0,0.0,0.0,746.57,0.0,0.0,1818.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251500B,Barry McTiernan & Moore 35th f,0.0,0.0,1708.3200000000002,0.0,0.0,0.0,746.57,89.03,0.0,732.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251700B,Tishman 24th fl demolition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251800B,Cliffwater - 15th fl,0.0,0.0,0.0,0.0,0.0,0.0,1493.14,133.52,0.0,553.57,0.0,0.0,0.0,0.0,955.51,0.0,0.0
251900B,30 Rock 45th fl MERs,0.0,0.0,0.0,0.0,0.0,0.0,485.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252000B,1500 Bdwy - VFD curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252100B,375 Hudson - points integrat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252300B,470 Kent - A3,0.0,0.0,0.0,0.0,0.0,0.0,746.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252400B,1 Rock -  5th fl,0.0,0.0,0.0,0.0,0.0,0.0,2651.4,0.0,0.0,2200.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252700B,375 Hudson Cellar lobby AC,0.0,0.0,2097.84,0.0,0.0,0.0,2457.4,0.0,0.0,637.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252800B,Neue Galerie AC3 Monitoring,0.0,0.0,386.67,0.0,0.0,0.0,517.36,0.0,0.0,0.0,0.0,0.0,0.0,682.44,511.82,0.0,0.0
252900B,HSS Halvorsen Center,0.0,0.0,0.0,0.0,0.0,0.0,970.88,0.0,0.0,732.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253100B,Blythedale Elevator modernizat,0.0,0.0,0.0,0.0,0.0,0.0,3733.6,267.05,0.0,1913.24,0.0,0.0,0.0,0.0,3996.45,0.0,0.0
253300B,345 Park - DPT's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253400B,477 Madison - 12th fl,0.0,0.0,1496.21,0.0,0.0,0.0,1493.14,0.0,0.0,553.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253500B,Clarkson Square,0.0,0.0,0.0,0.0,0.0,0.0,2327.79,0.0,0.0,1321.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253600B,Huntington UFSD ARP Grant Plan,0.0,0.0,0.0,0.0,0.0,0.0,746.57,0.0,0.0,3256.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253700B,One Dag - Norwegian Consulate,0.0,0.0,444.53,0.0,0.0,0.0,77.59,178.03,0.0,2379.71,0.0,0.0,0.0,739.59,0.0,0.0,0.0
253800B,Lefrak - 24th fl Corridor,0.0,0.0,0.0,0.0,0.0,0.0,242.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253900B,NBCU North Bergen BMS upgrade,0.0,0.0,0.0,0.0,0.0,0.0,491.4,0.0,0.0,2200.98,0.0,0.0,0.0,1036.52,0.0,0.0,0.0
254100B,Monarch BMS work,0.0,0.0,0.0,0.0,0.0,0.0,2557.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254200B,Hard Rock Hotel MUA space DP,0.0,0.0,0.0,0.0,0.0,0.0,155.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254300B,AEA Investors 38th & 39th flrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254400B,SGU Ecostruxure upgrade Hdware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254500B,IBM GCL Willow Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254700B,LIU Bkln - 3rd fl Regen 8 Lab,0.0,0.0,0.0,0.0,0.0,0.0,2780.75,0.0,0.0,1256.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254800B,Sage -  Belimo Energy Valves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254900B,NBC Pop-UP experience 2,0.0,0.0,0.0,0.0,0.0,0.0,1810.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255000B,77 Hudson Street  - BMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.88,3282.39,0.0,0.0,0.0,1776.11,0.0,0.0,0.0
255100B,Tishman Studio - 2nd & 6th fl,0.0,0.0,0.0,0.0,0.0,0.0,485.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255200B,AB Stable VI - 11th fl,0.0,0.0,0.0,0.0,0.0,0.0,206.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255300B,Cityspire - 9th & 20th flrs,0.0,0.0,0.0,0.0,0.0,0.0,2004.73,0.0,0.0,519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255400B,HSS OR upgrades 6th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4605.67,2094.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255600B,SGU - Motion Sensors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255700B,335 8th Avenue,0.0,0.0,0.0,0.0,0.0,0.0,5457.03,0.0,0.0,369.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255800B,666 3rd Ave. - Fan controller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256000B,Lefrak  2nd fl induction units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256100B,Tishman VAV Thermostats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256200B,LIU Bklyn - CT VFD controls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.61,837.66,0.0,0.0,0.0,0.0,682.44,0.0,0.0
256400B,Tishman - Water heat pump,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256600B,40 W. heat trace monitoring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.6,0.0,0.0
256700B,Estee Well water DCx controls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256800B,Danish Consulate 8th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256900B,50 Water St. - 17th fl CRAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257000B,Lefrak Amenity center air bal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257100B,EMS Station 17 BMS system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257300B,ProHealth(Optum) TEJ13564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257400B,Tishman Evergreen - 22nd fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257500B,Rockrose 3rd fl Rad Valves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257600B,HSS - Lab Expansion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257700B,Vera Wang - Leak Det install,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257800B,Coreweave parts - 30th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257900B,Shinkin Bank relocate thermost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258000B,French Mission 43rd & 44th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258100B,Waterman - Infinet Retrofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258200B,Tishman - 14th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
