JobNumber,JobDescription,Master_Controllers,Field_Controllers,Sensors,Panels,Software,Computers,HO02,HO03,HO04,HO05,HO06,HO07,HO08,HO09,HO10,HO11,HO12
232500B,SGU Marian Hall substation 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232600B,HSS - Fan Wall Conv WAHU-1,0.0,0.0,0.0,0.0,0.0,0.0,117.67,0.0,0.0,1441.81,0.0,0.0,0.0,3425.43,0.0,0.0,0.0
232800B,Cushman & Wakefield Lobby Fan,0.0,1487.26,320.28999999999996,0.0,0.0,0.0,2561.02,0.0,748.72,3498.05,0.0,0.0,0.0,1907.5,0.0,0.0,1038.34
232900B,Good Vets Acadia Realty Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.18,0.0,0.0,0.0
233000B,Rudin BMS Safeoff  - 7th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233100B,"New Yorker Hotel EMR 22,23,42",557.46,0.0,2620.15,312.68,0.0,0.0,4508.49,820.86,2115.43,10165.4,0.0,0.0,0.0,3497.24,7895.05,0.0,389.39
233400B,HSS Paviliion Sat FDNY support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.32,0.0,0.0,0.0
233500B,HSS Ped. commissioning support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233600B,Metcalfe  Bklyn AS controller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.45,0.0,221.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233700B,Cantor Fitzgerald 4th & 5th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.46,0.0,0.0,0.0,0.0,1345.71,0.0,0.0
233800B,80 Pine St - 21st fl VAV boxes,0.0,848.5,213.31,0.0,0.0,0.0,746.66,0.0,874.96,2754.34,0.0,0.0,0.0,370.02,2394.31,0.0,0.0
233900B,Trinity - 17th & 20th flrs,0.0,0.0,838.04,0.0,0.0,0.0,206.97,0.0,0.0,683.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234000B,Park Terrace Hotel Meeting RM,605.55,465.21,596.3199999999999,135.33,1369.81,0.0,3412.01,324.88,2890.73,4404.75,0.0,0.0,0.0,4034.06,467.47,0.0,0.0
234100B,Packer - Middle School Boiler,0.0,0.0,807.3700000000001,124.3,0.0,0.0,413.95,176.49,626.87,1011.34,0.0,0.0,0.0,1380.31,1621.97,0.0,0.0
234300B,HSS Fan Wall Conversion-AHU OR,0.0,0.0,148.92,0.0,0.0,0.0,0.0,0.0,0.0,539.52,0.0,0.0,0.0,1276.63,0.0,0.0,0.0
234400B,1 Dag - Refrigerant leak det,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994.83,0.0,0.0,0.0,259.58,1370.76,0.0,0.0
234500B,SGU-Desal Press Transm replace,0.0,0.0,255.95,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234600B,VAV boxes and stats -24th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.96,2204.09,0.0,0.0,0.0,588.16,0.0,0.0,0.0
234700B,Metropolitan Hospital 6C reno,0.0,0.0,0.0,0.0,0.0,0.0,11782.07,0.0,0.0,382.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234800B,Din Tai Fung - Survey,0.0,0.0,1065.74,0.0,0.0,0.0,0.0,0.0,5228.37,5136.98,0.0,0.0,0.0,5900.64,0.0,0.0,0.0
234900B,One Dag - AC-42/1 Thermostat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.46,0.0,0.0,0.0,0.0,340.81,0.0,0.0
235000B,HPS Invest Part. 8th & 9th dem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.7,0.0,0.0,0.0
235100B,VBGO Damper actuator upgrade,0.0,0.0,1566.07,0.0,0.0,0.0,0.0,0.0,0.0,4200.33,0.0,0.0,0.0,389.39,738.51,0.0,0.0
235200B,SGU - Bourne Center parts only,0.0,0.0,466.36,0.0,0.0,0.0,620.9,0.0,0.0,893.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235300B,Tishman - 10th fl Zo Suite,404.36,1402.2,316.73,0.0,0.0,0.0,1186.46,203.13,0.0,1570.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235400B,Museum of Jewish Heritage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235500B,Estee Lauder - Phase 6,0.0,0.0,0.0,0.0,0.0,0.0,2819.51,0.0,0.0,637.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235600B,SGU David Brown BMS parts only,0.0,0.0,211.06,0.0,0.0,0.0,0.0,0.0,587.95,1023.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235700B,SGU Superdorm 3 Chiller parts,557.46,0.0,967.2500000000001,0.0,889.67,0.0,258.69,338.93,0.0,1157.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235800B,TIshman Speyer 54th fl demo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235900B,TIshman - 18th & 19th flrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236000B,Estee Lauder Blanket PO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236200B,Tishman Speyer - 25th & 26th,6030.8,18513.49,6146.009999999999,0.0,0.0,0.0,2780.88,446.4,1011.12,4209.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236300B,Tishman Speyer - 30th fl,563.41,2333.35,2261.98,135.33,992.45,0.0,2328.14,392.99,4932.93,2384.98,0.0,0.0,0.0,6198.36,1336.17,0.0,0.0
236400B,Excel Sports Mgmt 28th & 29th,651.69,0.0,9935.5,135.33,2107.8,0.0,5192.5,203.13,6874.44,11749.31,0.0,0.0,0.0,8033.05,0.0,0.0,0.0
236500B,Little Nell Model Rooms,0.0,0.0,3289.21,0.0,0.0,0.0,2080.62,0.0,175.56,8155.35,0.0,0.0,0.0,939.88,1412.22,0.0,0.0
236600B,25N Garage level exhaust BMS,0.0,0.0,7173.42,0.0,0.0,0.0,1238.9,0.0,0.0,1667.69,0.0,0.0,0.0,868.02,0.0,0.0,0.0
236700B,25 North Moore  CT Replacement,0.0,0.0,4867.34,0.0,0.0,0.0,1241.62,0.0,1711.61,2338.68,0.0,0.0,0.0,2951.93,1980.03,0.0,0.0
236800B,11th fl VAV repl;acement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.44,367.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236900B,Talea Taproom  MSTP controller,0.0,203.55,0.0,0.0,0.0,0.0,517.32,324.88,230.72,653.93,0.0,0.0,0.0,3402.57,0.0,0.0,0.0
237000B,Mt Sinai-Rplce fire Damage Cnt,0.0,0.0,0.0,0.0,889.67,0.046725,942.84,0.0,1431.41,1039.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237100B,Rudin - 6th fl Sensor/Cable,0.0,211.32,0.0,0.0,0.0,0.0,0.0,0.0,702.19,606.88,0.0,0.0,0.0,1478.52,0.0,0.0,0.0
237200B,LIU Brooklyn Ecostruxure migra,1546.5,0.0,0.0,372.9,8836.7,1.4868999999999999,10006.84,1701.92,16657.62,6506.01,0.0,0.0,0.0,4908.41,0.0,0.0,0.0
237300B,Blythedale Hosp Boiler replace,0.0,0.0,0.0,0.0,0.0,0.0,6470.27,0.0,0.0,3946.32,0.0,0.0,0.0,325.49,0.0,0.0,0.0
237400B,Bellmore FD control valves,0.0,0.0,4097.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237600B,Publicis Studio Phase 2 15th,0.0,0.0,0.0,0.0,0.0,0.0,1535.52,0.0,313.34,382.36,0.0,0.0,0.0,736.32,0.0,0.0,0.0
237700B,Central Library  Cooling Tower,0.0,3598.4,13103.16,0.0,0.0,0.0,2069.28,0.0,9080.03,12292.92,0.0,0.0,0.0,3383.09,20143.83,0.0,0.0
237800B,CSAR COP#3 Red label controlle,0.0,0.0,0.0,0.0,0.0,0.0,1493.22,0.0,1392.91,311.82,0.0,0.0,0.0,1362.81,0.0,0.0,0.0
237900B,UBS 10th fl Electrical upgrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3016.78,1750.28,0.0,0.0,0.0,525.85,0.0,0.0,0.0
238100B,SGU - Motion sensors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238200B,Oppenheimer - 13th fl VAV  box,0.0,0.0,102.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238300B,Macklowe Mgmt 10th fl safe off,1740.91,501.65,201.55,135.33,0.0,0.0,3306.73,304.73,1218.68,1728.83,0.0,0.0,0.0,867.41,0.0,0.0,0.0
238400B,Douglas Elliman - 11th fl,561.25,613.4100000000001,1803.35,270.66,1016.27,0.0,2224.68,223.19,2962.63,3374.75,0.0,0.0,0.0,3469.64,472.41,0.0,0.0
238600B,711 5th Ave - 5th floor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2574.3,2775.21,0.0,0.0,0.0,2486.93,0.0,0.0,0.0
238700B,711 5th Ave Raffles - 7th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.31,389.52,3023.06,0.0,0.0,0.0,2783.93,0.0,0.0,0.0
238800B,711 5th Ave - Lobby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.56,501.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239000B,HSS - 9th room pressure sensor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.99,858.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239100B,Rudin - 1 Battery  7th fl demo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239500B,Versatile Tishman 14th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239700B,Fitch Group - 28th fl,0.0,0.0,5416.389999999999,0.0,0.0,0.0,4150.37,0.0,1390.38,7102.28,0.0,0.0,0.0,4040.74,2481.41,0.0,0.0
239800B,Trane unit retrofit  ground fl,0.0,0.0,4100.87,0.0,992.45,0.0,1812.26,357.09,1322.85,2728.55,0.0,0.0,0.0,935.77,0.0,0.0,0.0
239900B,1 SL ATS room AC BMS,0.0,306.26,881.6600000000001,0.0,0.0,0.0,155.2,0.0,626.87,3493.65,0.0,0.0,0.0,873.37,0.0,0.0,0.0
240000B,Build NYC - Tishman - 6th fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240100B,City Spire - AC 30 leak detect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.9,670.3,0.0,0.0
240200B,RFR chiller #2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.19,509.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240300B,1026 3rd Avenue,0.0,0.0,0.0,0.0,0.0,0.0,16620.01,0.0,0.0,1728.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240400B,Estee - Keyence upgrade,639.05,0.0,0.0,0.0,990.17,0.0,775.96,223.2,7513.34,1758.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240500B,Tishman Speyer  - 20th fl,3015.4,9859.05,4245.889999999999,0.0,0.0,0.0,5364.63,178.55,2902.8,11919.9,0.0,0.0,0.0,1945.26,712.22,0.0,1888.26
240600B,HPS Investment Partners 8 &9 f,639.05,6749.38,11804.29,0.0,1831.99,0.0,4824.16,1828.5,10731.06,31573.65,0.0,0.0,0.0,5169.9,4272.62,0.0,0.0
240700B,Publicis - 14th floor,3381.29,1757.76,3727.42,0.0,0.0,0.0,543.19,588.9,3040.52,1506.5,0.0,0.0,0.0,3090.1,0.0,0.0,0.0
240900B,Rock Center Front End Graphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923.22,826.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241000B,Tishman front end graphics 20t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3179.74,826.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241100B,"335 Madison 8th, 20th & 21st f",0.0,10957.03,13806.119999999999,0.0,0.0,0.0,7392.44,2496.62,3715.65,7891.85,0.0,712.42,0.0,3549.6,19191.62,0.0,0.0
241200B,477 Madison - BMS - Airside,0.0,401.75,12096.48,0.0,2757.17,0.8348687499999999,5477.78,0.0,26199.34,10838.02,0.0,0.0,0.0,11141.31,25296.67,0.0,5688.2
241300B,477 Madison BMS - Waterside,0.0,0.0,1631.0,0.0,0.0,0.0,5225.99,0.0,0.0,1660.51,0.0,0.0,0.0,0.0,1176.02,0.0,0.0
241400B,477 Madison Ave. - Cooling Tow,0.0,0.0,0.0,0.0,0.0,0.0,2986.28,0.0,0.0,184.52,0.0,0.0,0.0,0.0,3795.54,588.01,0.0
241500B,ORO - VFD Supply & Install,0.0,0.0,114934.98,0.0,0.0,0.0,0.0,0.0,1660.86,2506.86,0.0,0.0,0.0,1554.79,0.0,0.0,0.0
241600B,BMS 28th fl front end graphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241700B,BMS 3rd fl front end graphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241800B,BMS Ste210 front end graphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241900B,Simpson Thacher 11th fl,588.31,6186.93,2775.7700000000004,0.0,1830.14,0.0,1272.18,178.55,4569.91,8541.9,0.0,0.0,0.0,3548.81,331.16,0.0,0.0
242000B,WJ Regan - Tishman - 21st fl,0.0,0.0,4537.72,0.0,0.0,0.0,1829.32,178.55,4822.17,4741.26,0.0,0.0,0.0,5745.24,738.51,0.0,0.0
242100B,World Wide Plaza - 19th & 23rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396.36,1164.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242200B,RFR Core Club - 60 E. 55th St.,614.68,0.0,0.0,0.0,3211.26,0.0,258.66,0.0,13884.58,315.26,0.0,0.0,0.0,6339.02,747.86,0.0,0.0
242300B,Mulitple graphics projects T&M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17367.98,1100.49,0.0,0.0,0.0,0.0,935.81,0.0,0.0
242500B,30 Rock - DOAS graphics 22/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242600B,American Dream RTU comm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.88,2200.98,0.0,0.0,0.0,1554.79,0.0,0.0,0.0
242700B,MTA MLJ Contracting ACS,0.0,0.0,0.0,0.0,0.0,0.0,8245.61,0.0,0.0,16669.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242800B,Zero Irving - 20th fl Suite,639.05,0.0,4373.57,0.0,0.0,0.0,5016.26,0.0,0.0,7269.44,0.0,0.0,0.0,2962.86,0.0,0.0,0.0
242900B,UBS - 15M CT Replacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.71,883.38,0.0,0.0,0.0,627.2,0.0,0.0,0.0
243000B,17th fl Fire smoke damper actu,0.0,0.0,855.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.78,0.0,0.0
243100B,City Spire 9th  Gallery Dental,561.25,3177.83,1255.46,135.33,0.0,0.0,212.01,178.55,2114.27,1429.5,0.0,756.88,0.0,1068.32,712.39,0.0,0.0
243200B,UBS - 10th fl FCU Lk Detection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243300B,HSS Belaire AC 5/6 replacement,0.0,0.0,1541.06,162.89,911.55,0.0,212.01,491.03,4975.35,1825.23,0.0,0.0,0.0,6571.03,1174.26,0.0,0.0
243400B,Mt. Sinai cellar Vascular Reno,0.0,0.0,1521.04,0.0,0.0,0.0,1438.56,133.52,0.0,4816.83,0.0,0.0,0.0,2229.87,0.0,0.0,0.0
243500B,Packer Collegiate Campus Asses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243800B,45 Rock Tishman HQ 6th fl,0.0,19639.149999999998,33185.61,0.0,0.0,0.0,6815.09,0.0,2192.33,11518.26,0.0,0.0,0.0,4136.58,33895.28,0.0,0.0
243900B,Bklyn Prospect Charter School,0.0,0.0,0.0,0.0,0.0,0.0,1335.2,0.0,0.0,358.12,0.0,0.0,0.0,0.0,2564.13,0.0,0.0
244000B,SGU SD3 David Brown Labor only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15439.81,14210.58,0.0,0.0,0.0,12340.25,0.0,0.0,0.0
244100B,Lefrak 20th fl controls & Bala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.22,0.0,0.0,0.0,737.14,245.73,0.0,0.0
244200B,Tishman - 1 Rock  -19th fl,1021.68,8681.11,6465.910000000001,0.0,0.0,0.0,1941.09,267.4,1191.37,5385.03,0.0,0.0,0.0,5357.68,2200.09,0.0,0.0
244300B,CAA - 51st floor,0.0,0.0,543.37,0.0,0.0,0.0,2071.52,304.73,0.0,3105.54,0.0,0.0,0.0,1424.44,738.51,0.0,0.0
244400B,11 W.42nd St- valve panel upgr,0.0,0.0,0.0,0.0,0.0,0.0,130.11,178.03,0.0,1100.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244500B,11 W.42nd St-Ecostructure Upgr,23120.24,8630.74,6628.629999999999,0.0,0.0,0.0,1750.38,4439.36,4585.95,4442.35,0.0,0.0,0.0,22235.39,16585.24,0.0,0.0
244600B,11 W. 42nd 2024 33rd fl integr,0.0,0.0,0.0,0.0,0.0,0.0,195.19,0.0,0.0,0.0,0.0,0.0,0.0,1068.3,0.0,0.0,0.0
244700B,Carnegie Hall  Seabury 53rd Fl,0.0,0.0,0.0,0.0,0.0,0.0,1253.58,0.0,620.94,1630.9,0.0,0.0,0.0,1802.76,0.0,0.0,0.0
244800B,The Browning School  Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244900B,3003 NHPK Rd  Boiler Expansion,1586.16,4267.77,600.75,177.35,5564.86,0.0,5526.68,1015.73,5175.52,3886.53,0.0,0.0,0.0,3392.31,9494.22,0.0,0.0
245000B,32 Old Slip - MER Leak Detect,0.0,0.0,14392.83,0.0,0.0,0.0,0.0,0.0,626.87,0.0,0.0,0.0,0.0,0.0,1411.51,0.0,0.0
245100B,L. Catteron BMS panel relocate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245200B,MSKCC Decanting projects,0.0,0.0,0.0,0.0,0.0,0.0,2303.9,470.01,1717.78,2225.19,0.0,0.0,0.0,4244.46,1869.11,0.0,0.0
245300B,West Chiller replacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245400B,30 Rock 37th fl AHU panels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674.74,1202.14,0.0,0.0,0.0,1524.97,0.0,0.0,0.0
245500B,L. Catteron Expansion graphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245600B,711 5th Phase I demo basement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.22,0.0,0.0,0.0,0.0,747.27,0.0,0.0
245800B,1 Rock - 7th floor,0.0,11939.79,19256.82,0.0,0.0,0.0,1493.14,0.0,0.0,3652.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245900B,TIshman - 24th fl,643.98,0.0,7225.830000000001,0.0,0.0,0.0,750.05,203.13,0.0,3241.74,0.0,0.0,0.0,1756.51,0.0,0.0,0.0
246000B,NYU - ISAW BMS retrofit,1176.0,10125.19,0.0,0.0,0.0,0.0,7275.6,1424.24,0.0,7237.57,0.0,0.0,0.0,1109.39,0.0,0.0,0.0
246100B,Tishman 8th prebuild Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246200B,Tishman - 43rd fl MERS,0.0,616.53,5202.39,0.0,0.0,0.0,3168.75,0.0,0.0,2376.57,0.0,0.0,0.0,817.23,0.0,0.0,0.0
246300B,PUIG Graphics - 32nd fl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246400B,VBGO - Isolation valves 3rd fl,0.0,0.0,663.8,0.0,0.0,0.0,0.0,0.0,0.0,751.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246500B,SBN Lefrak limited 2nd fl,0.0,0.0,0.0,0.0,0.0,0.0,606.3,0.0,1012.56,2156.14,0.0,0.0,0.0,369.79,1326.88,0.0,0.0
246600B,Lefrak - 2nd fl office VAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.3,943.42,0.0,0.0,0.0,739.59,786.3,0.0,0.0
246700B,Mt. Sinai 9.2 Clean Steam Gen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.9,1039.23,0.0,0.0,0.0,0.0,1916.12,0.0,0.0
246800B,444 Madison subcellar leak det,0.0,0.0,1176.87,0.0,0.0,0.0,0.0,0.0,155.45,753.9,0.0,0.0,0.0,0.0,786.3,0.0,0.0
246900B,Millenium Hotel Bdwy Time Squa,0.0,0.0,0.0,0.0,0.0,0.0,28012.16,0.0,0.0,8384.28,0.0,0.0,0.0,2683.08,0.0,0.0,0.0
247000B,SGU Chiller Repair SD4 Top Fl,588.31,0.0,2343.5099999999998,0.0,0.0,0.0,1574.23,0.0,0.0,649.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247100B,SGU-Campus Ecostruxure Hardwre,9489.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247200B,SGUCampus Ecostruxure(Softwre),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247300B,SGU David Brown lighting parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247400B,SGU Human Anat. Sensor parts,0.0,0.0,877.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247500B,1700 Broadway Coil Valves,0.0,0.0,10185.84,0.0,0.0,0.0,0.0,0.0,0.0,446.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247600B,Blue Stream - 23rd fl,0.0,0.0,6847.73,0.0,0.0,0.0,970.01,1169.14,0.0,3288.06,0.0,0.0,0.0,554.71,0.0,0.0,0.0
247700B,NYBG EBO upgrade/retrofit,8918.69,0.0,0.0,0.0,21667.74,5.366325000000001,6725.5,6643.97,29583.63,22275.46,0.0,0.0,0.0,10725.19,32772.6,0.0,0.0
247800B,Mt. Sinai - PM Construction,0.0,0.0,27.380000000000003,0.0,0.0,0.0,491.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247900B,Discovery - 5th fl VRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.12,1759.41,0.0,0.0,0.0,1848.98,786.3,0.0,0.0
248000B,NBC - 2nd fl -BTU Meter Integr,0.0,0.0,0.0,0.0,0.0,0.0,121.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248100B,HSS Remote Alarm for RO system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.86,837.66,0.0,0.0,0.0,1399.84,0.0,0.0,0.0
248200B,470 Kent Ave Sales Center,0.0,0.0,415.9,0.0,0.0,0.0,0.0,0.0,0.0,443.39,0.0,0.0,0.0,2443.85,1305.81,0.0,0.0
248300B,247 North Avenue,0.0,0.0,0.0,0.0,0.0,0.0,4836.58,0.0,0.0,1709.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248400B,Fire Smoke Purge - 11th & 12th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248700B,LIU Pell Hall Photo Lab Reno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.31,0.0,0.0,0.0,0.0,406.31,0.0,0.0
248800B,Tishman - 1 Rock - 18th floor,0.0,0.0,0.0,0.0,0.0,0.0,746.57,0.0,0.0,4091.46,0.0,0.0,0.0,2950.61,4715.61,0.0,0.0
248900B,55 Water-14 South EMR AC units,0.0,0.0,450.81,0.0,0.0,0.0,0.0,267.83,1763.83,1709.48,0.0,0.0,0.0,1109.39,0.0,0.0,0.0
249200B,AC2 - 28th fl damper controls,0.0,0.0,104.0,0.0,0.0,0.0,121.26,267.08,263.29,1249.72,0.0,0.0,0.0,739.59,0.0,0.0,0.0
249300B,Trinity - 22nd fl,39.69,0.0,3950.5600000000004,0.0,0.0,0.0,452.67,178.26,1898.14,1343.0,0.0,0.0,0.0,1897.67,0.0,0.0,0.0
249400B,Rockhill - 30th fl,0.0,0.0,1957.02,0.0,0.0,0.0,775.93,304.73,1601.14,4258.42,0.0,0.0,0.0,1479.18,0.0,0.0,0.0
249800B,Tishman - 20th & 21st flrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250000B,NYBG - Children's Garden Reno,0.0,0.0,5131.7699999999995,0.0,0.0,0.0,258.68,801.12,0.0,4239.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250100B,Feil - 17th fl  parts & smarts,44.66,0.0,2586.94,0.0,0.0,0.0,1758.78,0.0,0.0,645.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250200B,Danish Consulate - 11th fl,0.0,0.0,0.0,0.0,0.0,0.0,1681.38,501.36,0.0,0.0,0.0,0.0,0.0,0.0,582.31,0.0,0.0
250300B,HSS - Fan Wall Conversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.83,0.0,1300.78,0.0,1591.91,737.51,0.0,0.0
